FEN,white_knight_reachable_outpost,black_bishop_minor_behind_pawn,white_rook_trapped,black_queen_present,white_king_pawnless_flank,black_passed_pawns,white_knight_outpost,black_bishop_outpost,white_rook_on_file,black_queen_weak,Move,Layer Outputs Index,Layer Outputs File
4rRk1/pr2q2p/7B/2pp4/4b1P1/1P1p3P/P4R2/5QK1 b - - 3 34,0,0,0,1,0,1,0,1,1,0,e7f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1044.npy
6k1/1p6/8/3p1qpp/pQ1P3B/P2bP2P/1Pr2PP1/3R2K1 w - - 0 29,0,0,0,1,0,0,0,1,0,0,d1d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1045.npy
2r4k/7p/p2p4/3bp1N1/1p3qB1/4n1R1/PP4PP/1Q4K1 b - - 5 35,1,0,0,1,0,1,0,1,0,0,e3f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1046.npy
5rk1/4qppp/p2p1n2/1prB3b/4PB2/3Q3P/PPP2P2/R4RK1 b - - 0 20,0,0,0,1,0,0,0,1,0,0,f6d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1047.npy
7r/3nq3/2k2p2/3b2pp/3Pp3/2N3Q1/1P1n1PPP/R5K1 b - - 0 28,1,1,0,1,0,0,0,1,1,0,d7b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1048.npy
4r3/2R3pk/1Q2p1pp/3pP1q1/2bP4/B7/5PPP/6K1 b - - 2 34,0,0,0,1,0,0,0,1,1,0,g5d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1049.npy
8/8/2pR1pp1/PpB2b2/1Pk5/8/r4P2/3K4 b - - 6 33,0,0,0,0,0,0,0,1,1,0,f5g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1050.npy
3B3k/p6p/1p4p1/1P2p2n/P1B1P1K1/4bP1P/8/8 b - - 8 38,0,0,0,0,0,0,0,1,0,0,h8g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1051.npy
r5k1/5p2/bq4pB/p1br1NQ1/P3p3/1B5P/1nP1RPP1/6K1 w - - 0 26,1,0,0,1,0,0,0,1,1,0,b3d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1052.npy
2r2rk1/5p1p/5Qp1/pq1bB3/8/P5PP/1P3P2/R3N1K1 b - - 0 30,0,0,0,1,0,0,0,1,0,0,b5f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1053.npy
3q2k1/3n1p1p/6p1/8/1pN1PbP1/5P2/rP2BQ1P/3R3K w - - 0 37,0,0,0,1,0,0,1,1,1,1,e4e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1054.npy
5r2/p2N2pp/2k5/br3q2/5P2/3QB3/6PP/1R4K1 w - - 0 31,1,0,0,1,0,1,0,1,1,0,d3c4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1055.npy
r3r2k/pp3p2/4qn1R/8/1bP5/1P3P2/1BQP1P2/2K5 b - - 0 24,0,0,0,1,0,0,0,1,1,1,h8g8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1056.npy
6k1/2q2ppp/8/2np2P1/b6P/Q5N1/P1R2P2/K7 b - - 0 33,0,0,0,1,0,1,0,1,1,1,c7e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1057.npy
6k1/5p1p/6p1/3NP3/r2p2PP/4b3/8/4R2K w - - 0 42,0,0,0,0,0,1,1,1,0,0,h1g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1058.npy
8/5ppp/8/1pk1p3/p1b1P3/P1PBKP1P/6P1/8 w - - 0 32,0,0,0,0,0,0,0,1,0,0,h3h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1059.npy
8/6p1/p1k1pp1p/1p1b4/5B2/1P1K1PP1/PP4P1/8 w - - 3 36,0,0,0,0,0,0,0,1,0,0,f4d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1060.npy
2r3k1/5pp1/4p2p/4q3/2b1B3/p3P1P1/P1Q2P1P/2R3K1 b - - 5 33,0,0,0,1,0,0,0,1,1,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1061.npy
k7/3q1pp1/8/3P4/4Pp2/P3bP1p/2Q1N1rP/1R5K w - - 2 33,1,0,0,1,0,0,0,1,1,0,c2c4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1062.npy
r2k3N/ppp2Bp1/2n4p/2bNp3/7q/6Pb/PPPP2KP/R1BQ3R w - - 3 13,0,0,0,1,0,0,0,1,0,0,g2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1063.npy
4r3/5kpp/2Np4/3Pb2r/1p6/8/PPPR3P/1K2R3 b - - 2 30,0,0,0,0,0,0,1,1,1,0,e5f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1064.npy
4r3/p4p1k/5p1p/8/2b4B/P7/1r3PPP/4R1K1 w - - 0 24,0,0,0,0,0,0,0,1,1,0,e1c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1065.npy
r2q2rk/1b3p1p/pp1p4/2pNn3/P1B1QB1b/3P4/1PP4P/R4R1K b - - 7 20,0,0,0,1,0,1,1,1,1,0,e5g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1066.npy
6k1/2p2ppp/2p1b3/R7/2p1PbP1/1P3P2/P2r4/R4K2 b - - 0 28,0,0,0,0,0,0,0,1,0,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1067.npy
8/8/8/5p1p/1B3P2/4k1bP/P7/3K4 b - - 0 46,0,0,0,0,0,0,0,1,0,0,e3f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1068.npy
8/1p2Bpkp/2P1p3/3b4/p4P2/2r3PK/3R3P/8 w - - 1 36,0,0,0,0,0,1,0,1,1,0,c6b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1069.npy
5r1k/ppp4p/1b2p1p1/4R3/8/2Pb2P1/PP1N2KP/R7 w - - 2 28,1,0,0,0,0,1,0,1,0,0,d2e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1070.npy
3r2k1/1p4p1/1P3p2/4p2p/1QR1q2P/4PbP1/5P2/4B1K1 b - - 0 44,0,0,0,1,0,0,0,1,1,0,e4f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1071.npy
2r5/4qk2/p3p3/1p1bb1pP/2p5/8/1PP1B2P/2KRQ2R w - - 0 32,0,0,0,1,0,1,0,1,0,0,h1f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1072.npy
5rk1/6r1/4p1N1/3b2KR/3P4/5P2/6P1/q7 b - - 9 47,0,1,0,1,0,0,1,1,1,0,a1c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1073.npy
2R2rk1/pp4pp/4p3/4Pn2/Pb1p4/Nq6/1B3PPP/3Q1RK1 b - - 0 22,0,0,0,1,0,1,0,1,0,0,b3b2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1074.npy
4r3/6k1/p4Pp1/8/2P5/3KpbN1/P7/4R3 b - - 0 35,1,0,0,0,0,1,0,1,1,0,g7f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1075.npy
8/8/8/p1kb3K/P3Bp1P/8/8/8 w - - 2 44,0,0,0,0,0,1,0,1,0,0,e4f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1076.npy
1k6/1p4p1/4p3/3pP1N1/p2q2P1/Pb6/1P3PP1/1KQ1N3 w - - 0 39,0,0,0,1,0,1,0,1,0,0,c1c7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1077.npy
r2qk2r/1pp2ppp/p3p3/3b4/PbNPn3/5P2/1P1B2PP/R2QKB1R w KQkq - 0 13,0,0,1,1,0,0,0,1,0,0,d2b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1078.npy
r5k1/pb4p1/1q2p1QR/1pb1Pp2/2p2P2/P1P1p3/2P3PP/R1B3K1 w - - 2 23,0,1,0,1,0,1,0,1,0,0,g1f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1079.npy
6k1/p1R3p1/1p1p3p/3P4/3B1pPP/2Pb1P2/PP2rK2/8 w - - 3 33,0,0,0,0,0,0,0,1,0,0,f2g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1080.npy
6kr/pp3R2/2q4p/2p1b1p1/5n2/1PPQ4/P5PP/5RK1 w - - 3 28,0,0,0,1,0,0,0,1,1,0,f1f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1081.npy
3r4/p7/5P2/1k4Pb/8/PP5p/5R1B/4K3 w - - 1 46,0,0,0,0,0,1,0,1,0,0,f2f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1082.npy
r2r3k/3R2pp/p3B3/1p6/5p2/4bP2/PP4PP/3R3K b - - 4 26,0,0,0,0,0,0,0,1,1,0,d8d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1083.npy
r2R2k1/pp4pp/2p1q3/4N1Q1/1P3p2/4r1bP/6P1/5R1K b - - 9 32,0,0,0,1,0,0,1,1,1,0,e6e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1084.npy
2r3k1/1p3ppp/p6P/1q2p1N1/4n1Q1/1P1bP3/PB1P1P2/4K2R b K - 2 25,0,0,0,1,0,0,0,1,0,0,b5c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1085.npy
r4rk1/1p3ppp/p2p4/2N1p3/2P1P3/1P3qPb/PB1Q1P1P/R4RK1 w - - 1 18,0,0,0,1,0,0,0,1,0,1,d2e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1086.npy
3r2k1/1pp1rpp1/p2b2qp/8/3P2b1/P1P1BQ2/BP4N1/R4RK1 w - - 1 29,0,0,0,1,0,1,0,1,1,0,f3f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1087.npy
2r2rk1/5ppp/4p3/p1Bb4/3R4/8/PP3PPP/2R3K1 w - - 2 23,0,0,0,0,0,0,0,1,1,0,d4a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1088.npy
8/pp4k1/2p5/6N1/3P4/2b5/P5PP/7K b - - 2 33,0,0,0,0,0,0,1,1,0,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1089.npy
r3r1k1/ppp2p1p/2n3p1/8/3P2q1/2Q1PbP1/PBB2P1P/R4RK1 w - - 1 19,0,0,0,1,0,0,0,1,0,0,c2d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1090.npy
1B3rk1/pp3npr/2p4p/5q2/8/2N3Pb/PPP1Q2P/3RR2K b - - 0 28,1,0,0,1,0,0,0,1,1,0,h3g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1091.npy
5r2/p7/1pR4p/4pqpk/PP1b4/8/4QPBP/6K1 b - - 6 35,0,0,0,1,0,0,0,1,1,0,g5g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1092.npy
r2qk1nr/p3bpp1/1pn1p3/2p1P1PB/2Pp1P1N/P2b3P/1P4K1/RNBQ1R2 w kq - 0 16,0,0,0,1,0,1,0,1,0,0,d1d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1093.npy
8/6pk/R2p3p/8/1P2r3/P1P3bP/2R3P1/6K1 w - - 7 39,0,0,0,0,0,0,0,1,0,0,c2c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1094.npy
r5nr/pbq3pp/2p5/4P1N1/3bQk2/8/PP3PPP/RN2K2R b KQ - 1 19,0,0,1,1,0,0,0,1,0,0,f4g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1095.npy
1r3rk1/4pp1p/3p2p1/7q/3b1P2/N2P2Q1/PP3nPP/R1B2R1K w - - 9 24,1,0,0,1,0,0,0,1,0,0,h1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1096.npy
3r4/2R2pkp/p3p1p1/1p6/1PbNqP1Q/P3P3/6PP/6K1 w - - 5 32,1,0,0,1,0,0,0,1,1,0,g1f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1097.npy
3r2k1/5p1p/6P1/p4b2/2p5/6Q1/PP3P2/K2q2R1 w - - 5 33,0,0,0,1,0,0,0,1,0,0,g1d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1098.npy
8/8/8/p6P/4PkPb/1P1K1P2/8/8 b - - 3 52,0,0,0,0,0,0,0,1,0,0,h4g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1099.npy
2r2rk1/6pp/2p5/7q/4Bb2/3P2p1/PPP3RP/R5QK w - - 2 29,0,0,0,1,0,0,0,1,0,0,a2a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1100.npy
8/1p6/1P6/2PpN3/3Pp1kp/4Pbp1/8/6K1 b - - 2 42,0,0,0,0,0,1,1,1,0,0,g4h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1101.npy
3k4/R7/P4PK1/5bP1/5r2/8/8/8 w - - 1 51,0,0,0,0,0,0,0,1,0,0,g6g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1102.npy
8/8/5k1p/3b1p2/1p1P1P2/3B2P1/1K6/8 w - - 2 47,0,1,0,0,0,1,0,1,0,0,d3c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1103.npy
6k1/pp2q1p1/4p2p/1Q1pP3/1P1PpP2/P1b1B2P/6PK/8 b - - 0 31,0,0,0,1,0,1,0,1,0,0,a7a6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1104.npy
8/1N6/p3pk2/1b4p1/3K2P1/7P/8/8 b - - 3 52,1,0,0,0,0,1,0,1,0,0,b5c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1105.npy
r3r1k1/ppp2pnp/2n3p1/1Q1N1bP1/5q1P/P3p3/1PP1B3/1K1R2NR b - - 1 19,0,0,0,1,0,1,0,1,0,0,f5c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1106.npy
r1b4r/p3k2p/2p2p1P/1pNp1ppQ/3P4/qPbNP3/P1P1BPP1/1K5R b - - 9 21,0,0,0,1,0,0,0,1,0,0,h8d8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1107.npy
r1bq1rk1/2p5/p6P/1p1pnpN1/7p/2P3bP/PP2P1B1/R1BQ1K1R b - - 1 20,0,0,0,1,0,0,1,1,0,0,c7c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1108.npy
5r1k/p4ppp/5N2/2b5/2P3QP/8/Pq2rPP1/3R1RK1 w - - 5 25,1,1,0,1,0,0,0,1,0,0,f6d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1109.npy
1b4k1/pp2qppp/4rB2/8/2P4Q/1P1B1bPP/P4P2/R4K2 b - - 0 26,0,0,0,1,0,0,0,1,0,0,e7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1110.npy
r3r1k1/5R2/p2p2pp/1ppPb2n/4P1nq/1PN5/P1BQN2P/5RBK w - - 5 22,0,1,0,1,0,0,0,1,1,0,f7f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1111.npy
7r/p2k1p2/4p3/2b3p1/2N5/6P1/P3KP2/2R5 b - - 1 28,0,0,0,0,0,0,1,1,1,0,d7e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1112.npy
4r3/5pkp/p4qp1/8/5P2/1Pb1B1P1/P4Q1P/3R2K1 w - - 1 27,0,0,0,1,0,0,0,1,1,0,f2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1113.npy
8/8/p4k2/Pb1pRp2/1P1P1P2/5K2/8/8 w - - 3 61,0,1,0,0,0,0,0,1,1,0,f3f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1114.npy
4r3/2pqr1kp/p1pp1npN/7b/P1PP4/3Q1N1P/1P4K1/R1B2R2 w - - 0 23,0,0,0,1,0,0,0,1,1,0,f1f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1115.npy
4B3/p7/5p2/PPk3b1/6K1/8/8/8 b - - 4 49,0,0,0,0,0,1,0,1,0,0,g5e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1116.npy
6r1/1p3p1k/p3pPq1/3b2p1/PP1P2Pp/4Q2R/3B1K1P/8 b - - 0 34,0,1,0,1,0,0,0,1,0,0,g6f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1117.npy
2r2rk1/5pp1/b2P3p/q1b1P3/1p1N4/pQ4P1/K2R1PBP/7R w - - 3 30,0,0,0,1,0,1,1,1,0,0,d4c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1118.npy
r7/ppp2pk1/3p4/3P2q1/3pP2b/3P3Q/PP6/6RK b - - 5 30,0,0,0,1,0,0,0,1,1,0,a8h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1119.npy
8/8/5Kp1/1p1N1bP1/1k6/8/8/8 b - - 3 43,0,0,0,0,0,1,1,1,0,0,b4c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1120.npy
1k6/1p2R3/3P4/2P3Rp/PP4bP/6p1/r5P1/6K1 w - - 1 47,0,0,0,0,0,0,0,1,0,0,g5g8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1121.npy
5k2/3R4/5K2/1p4p1/2p5/2P1bbP1/1P6/8 b - - 17 45,0,0,0,0,0,0,0,1,1,0,e3b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1122.npy
7k/p5pp/3p4/2p5/3p1P2/1B1P1b2/PPP1rP1P/2K3R1 w - - 1 23,0,0,0,0,0,0,0,1,1,0,h2h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1123.npy
6k1/8/1p4p1/pPp4p/P1PqPp2/2B1rBbP/2Q3P1/6K1 w - - 4 41,0,0,0,1,0,0,0,1,0,0,g1h1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1124.npy
r3k2r/ppp2p2/4p2p/4b1p1/3N4/P3P1P1/2P1P1KP/1R3R2 b kq - 1 22,0,0,0,1,0,0,0,1,1,0,b7b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1125.npy
1nr4k/1b5p/1pP2pp1/1Pb1p3/2Q1P3/2R3P1/3q1PBP/2R3K1 w - - 2 28,0,0,0,1,0,0,0,1,0,0,c3c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1126.npy
8/1R5p/p3p3/kn2P3/2R2PPK/1P2b3/r7/8 w - - 1 37,0,0,0,0,0,0,0,1,1,0,h4g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1127.npy
q3k2r/p4pp1/4b2n/1pb1P2P/2p5/2P3N1/5P1P/R1BQ1RK1 w k - 0 18,0,1,0,1,0,1,0,1,0,1,d1e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1128.npy
5rk1/Q6p/p3R1p1/8/1p2B3/1Pb1P3/1q1r1PPP/5RK1 w - - 9 32,0,0,0,1,0,0,0,1,0,0,e4f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1129.npy
2r3k1/1q2r1pp/p7/3N2P1/7P/bP2B3/2PQ4/1K1R4 b - - 0 29,0,0,0,1,0,0,1,1,1,0,e7e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1130.npy
8/8/1P2k1p1/P6p/3b1K1P/3P4/8/8 b - - 0 50,0,0,0,0,0,0,0,1,0,0,d4g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1131.npy
1r2r1k1/3R1p1p/2B1p1p1/2b1P3/5P2/p2R2P1/P1P4P/2K5 w - - 2 28,0,0,0,0,0,0,0,1,1,0,c6a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1132.npy
r1bqk2r/1pp2Np1/p1n5/4p3/P1B5/2NPb3/1PP3PP/R2Q1RK1 w kq - 0 13,1,0,0,1,0,0,0,1,1,0,f1f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1133.npy
8/6N1/3k4/4p1p1/4PbP1/3K4/8/8 b - - 7 47,1,0,0,0,0,0,0,1,0,0,d6c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1134.npy
1k1r4/1pq4p/p5p1/P2B1p2/2P5/1P3QPb/5P1P/3R2K1 w - - 0 31,0,0,0,1,0,0,0,1,1,0,f3c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1135.npy
2r2rk1/5p1p/1q2p1p1/p4n2/1pb2N2/4P1P1/P2Q1PBP/2RR2K1 b - - 1 24,0,0,0,1,0,0,0,1,1,0,f8d8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1136.npy
4r1k1/2p1qpp1/p1p4p/b1P5/2RQ3N/P2P3P/5PPK/Br6 b - - 8 30,0,0,0,1,0,0,0,1,0,0,f7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_1137.npy
