FEN,white_knight_reachable_outpost,black_bishop_minor_behind_pawn,white_rook_trapped,black_queen_present,white_king_pawnless_flank,black_passed_pawns,white_knight_outpost,black_bishop_outpost,white_rook_on_file,black_queen_weak,Move,Layer Outputs Index,Layer Outputs File
3Q4/8/6p1/1p1pK1kp/1Pb5/4prP1/8/8 b - - 3 66,0,0,0,0,0,1,0,1,0,0,g5h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1178.npy
3q2k1/5pp1/p3p2p/1p2P3/5P2/b7/5BPP/2Q3K1 w - - 0 34,0,0,0,1,0,1,0,1,0,0,c1c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1179.npy
r6r/pb1k3p/2p1p3/3pbp2/1P1N3R/P1N5/2P3PP/4R1K1 b - - 3 25,1,0,0,0,0,1,0,1,1,0,e5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1180.npy
5r2/pp4k1/2p1B3/3pP1P1/4b3/1P6/PKPQ1r2/8 w - - 0 35,0,0,0,0,0,0,0,1,0,0,d2b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1181.npy
5rk1/3n1p1p/3Q2p1/3P1b2/1B1b1P2/6K1/1q2B1PP/5R2 b - - 1 23,0,0,0,1,0,0,0,1,0,0,b2e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1182.npy
2R2r1k/pp2q2p/5p2/4bQ2/6P1/P2B3P/8/3K4 b - - 2 33,0,0,0,1,0,0,0,1,1,0,f8c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1183.npy
8/p4k2/8/P1pr1p2/2R2pp1/3Pb2P/6P1/3R3K w - - 0 35,0,0,0,0,0,0,0,1,0,0,g2g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1184.npy
1r4k1/4b2p/3p2p1/PP3b2/3Bp3/1RPn1p2/3NKP1P/R7 w - - 0 30,0,0,0,0,0,0,0,1,0,0,e2f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1185.npy
4rrk1/ppq4p/2p3p1/4b3/6QB/2P1P3/PP2R1PP/4R1K1 w - - 1 27,0,0,0,1,0,0,0,1,0,0,h2h3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1186.npy
r2qk2r/pp3pbp/3p1np1/2p1p3/3nP3/2NPB1Pb/PPPQNPB1/R4RK1 w kq - 0 11,0,0,0,1,0,0,0,1,0,0,e3g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1187.npy
2k3r1/ppq2Q1p/2p1pp2/6r1/P2N1b2/3P1P2/1PPB4/R4R1K b - - 0 23,1,0,0,1,0,1,0,1,0,0,c7f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1188.npy
3q3r/6pk/B4p2/P1Qn1P2/3Bp1Pb/2P4p/3r1P1P/RR4K1 w - - 5 33,0,0,0,1,0,0,0,1,1,0,a6c4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1189.npy
4r1k1/5pq1/2p1P1p1/1p3pQ1/p1p5/2PbR2P/6P1/4R1K1 b - - 0 34,0,0,0,1,0,1,0,1,0,0,f7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1190.npy
6k1/8/1p1p2Nb/3Pp3/P1P3b1/6P1/P2n3B/1B5K w - - 1 40,0,0,0,0,0,1,1,1,0,0,g6e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1191.npy
4q1r1/7k/3p4/2pPp2P/2R1Pb2/r1N4K/4BB2/3Q1R2 w - c6 0 35,0,0,0,1,0,1,0,1,1,0,e2g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1192.npy
8/2r1k1p1/4P2p/2ppKPP1/p3b2P/Pr6/1P3R2/2R5 b - - 0 41,0,0,0,0,0,1,0,1,1,0,h6g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1193.npy
r2r2k1/p6p/3q2p1/2R1b3/1Q1p4/1P5P/PB4P1/5RK1 b - - 0 25,0,0,0,1,0,1,0,1,1,0,g8h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1194.npy
5rk1/5p1p/p5pb/1p1N3n/4pNqP/4PbB1/PP6/3RQRK1 w - - 3 26,0,0,0,1,0,0,0,1,1,0,f4h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1195.npy
3r2k1/p4ppp/8/1p2nq2/1P2b3/P1Q3P1/6BP/R5RK w - - 0 29,0,0,0,1,0,0,0,1,0,0,g1e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1196.npy
r5k1/pp1q3p/3p1rp1/2p5/2P1p3/1P2PbPn/PQ3PBP/R5RK w - - 0 22,0,0,0,1,0,0,0,1,0,0,g1f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1197.npy
1r4k1/5p1p/1P2pbp1/N1Pb4/q2P4/3Q1PP1/7P/1R3RK1 w - - 1 32,0,1,0,1,0,0,1,1,0,0,a5b3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1198.npy
1r1r2k1/3Q2p1/p1B2q1p/4p3/2b5/P1P2P2/6PP/R2R2K1 w - - 1 23,0,0,0,1,0,0,0,1,1,0,a1b1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1199.npy
3r1r2/pNp2pk1/1p4p1/q6p/3P2bP/1P2Q3/PK4P1/4R2R b - - 1 25,0,0,0,1,0,0,0,1,0,0,a5d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1200.npy
3k3r/pR5p/2p1P1p1/3p1n2/3b4/1P1P4/P1KP3P/4R3 b - - 0 24,0,0,0,0,0,0,0,1,0,0,d8c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1201.npy
2k5/ppp2ppp/8/4P3/5Pb1/2N1QnPq/PPPr4/R4K1R w - - 0 22,0,0,0,1,0,0,0,1,1,0,h1h3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1202.npy
4r1k1/5p1p/3Q2p1/1qpP4/3b1P2/7P/1P4P1/R1B2RK1 w - - 1 22,0,0,0,1,0,0,0,1,0,0,c1e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1203.npy
3r2k1/5pq1/p5p1/1p4Qp/2b1N3/P4P1P/5P2/4R1K1 b - - 5 34,1,0,0,1,0,0,0,1,1,0,g7d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1204.npy
r6k/5Qpp/p4p2/np3P2/2p2bP1/2P1q2P/P1B2RK1/R7 w - - 3 30,0,0,0,1,0,0,0,1,0,0,f7d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1205.npy
8/1R6/4B1p1/2p1ppPk/nbP4P/3r2BK/8/8 b - - 4 49,0,0,0,0,0,1,0,1,1,0,d3g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1206.npy
8/8/p1k4p/pb4P1/4N2P/5P2/4p3/4K3 b - - 0 42,0,0,0,0,0,1,1,1,0,0,h6h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1207.npy
rnb1k2r/ppp4p/3p3b/6q1/4P3/1BN2p2/PPPP3P/R1BQ1RK1 w kq - 0 13,0,0,0,1,0,1,0,0,1,1,g1f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1208.npy
1r4k1/n4pp1/1q2p2p/1p1pN3/r2P4/2PQ3P/1R3PP1/2R3K1 b - - 4 30,1,0,0,1,0,0,0,0,0,1,b6c7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1209.npy
4r1k1/p4pp1/7p/2QP4/2P5/1P3NPb/PBq1rR1P/R5K1 w - - 1 30,1,0,0,1,0,0,0,1,0,1,c5d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1210.npy
5r1k/6b1/3r4/1pq3pQ/2npPp2/5P1P/2R1NBP1/2R3K1 b - - 0 34,1,0,0,1,0,1,0,0,1,1,h8g8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1211.npy
r1bq1rk1/p1pn1pp1/1p3n1p/3pN3/3P3B/2P5/P1Q1PPPP/R3KB1R b KQ - 1 11,1,1,1,1,0,0,0,0,0,1,d8e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1212.npy
r1bq1rk1/4bp2/p1p1p1np/3pP1p1/4N3/5NB1/PPP1QPPP/2KR3R b - - 7 14,0,1,0,1,0,0,0,0,0,1,d8a5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1213.npy
r1bqr1k1/b4pp1/p3p2p/np1n4/P3N3/1BP2N2/1P2QPPP/R1BR2K1 w - - 1 16,0,1,0,1,0,0,0,0,1,1,b3c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1214.npy
5rk1/1R4bp/5pp1/1B1p1q2/3n3B/4rP1P/Q5K1/5R2 b - - 0 31,0,1,0,1,0,1,0,0,0,1,d4f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1215.npy
2rq1rk1/4bppp/p4n2/Q2pp3/4n1P1/1N2B2P/PPP1BP2/1K1R3R b - - 1 18,1,0,0,1,0,0,0,0,0,1,d8a5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1216.npy
3rk2r/p2b2pp/1pn1q3/2p2p2/6N1/3P2P1/P1P1QP1P/1R2R1K1 w k - 2 20,1,0,0,1,0,0,0,0,1,1,e2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1217.npy
1r3r1k/pQ3pp1/7p/q2p1b2/n1pP3B/R3PN2/5PPP/5RK1 w - - 1 22,0,0,0,1,0,1,0,0,0,1,b7c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1218.npy
4rrk1/pp4pp/4q2b/2pPPp1b/5P2/1P1B2QP/P5P1/4RR1K b - - 0 25,0,0,0,1,0,0,0,0,0,1,e6d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1219.npy
5r1k/ppp3pp/2nb2b1/5q1n/8/1BN1Q2P/PP3PP1/R1B2RK1 w - - 8 28,1,0,0,1,0,0,0,0,0,1,e3g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1220.npy
3r2k1/5ppp/ppq5/8/8/2b1P3/PP2QPPP/2R3K1 b - - 1 25,0,0,0,1,0,0,0,0,1,1,c6a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1221.npy
5rk1/p4p2/6p1/2Q5/P2pP1b1/8/1Pn3PP/1qB2RK1 b - - 2 27,0,0,0,1,0,1,0,0,1,1,f8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1222.npy
3r2k1/1p1q2pp/3P1p2/2B1b3/1P2Q3/7r/6P1/3R1R1K w - - 0 33,0,0,0,1,0,0,0,1,1,1,h1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1223.npy
4kb1r/2p2p1p/3p1np1/1p2p3/3PP1b1/1P2BP2/2PQNK1P/q4B1R w k - 0 15,0,0,0,1,0,0,0,0,0,1,f1g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1224.npy
rn2kb1r/ppp1pppp/5n2/7q/3P2b1/2N2N1P/PPP2PP1/R1BQKB1R w KQkq - 1 7,0,0,1,1,0,0,0,0,0,1,h3g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1225.npy
2r2rk1/N4pp1/1pB4p/3P4/4q3/2Q3Pb/PP3P1P/R1B2RK1 w - - 1 25,1,0,0,1,0,0,0,1,0,1,d5d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1226.npy
r1b2rk1/pp3p1p/3p2p1/4p2n/2P1P2q/2N2P2/PP1QB1PP/R2K3R b - - 3 14,1,0,0,1,0,0,0,0,0,1,h5g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1227.npy
rn2k2r/pp3ppp/2p1p3/q2p1b2/1bPPn3/1PN1PN2/P2B1PPP/R1Q1KB1R w KQkq - 5 9,0,0,1,1,0,0,0,0,0,1,c3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1228.npy
3r2k1/7p/p1b1p1p1/2p5/2P5/PP3q2/5P1Q/R4RK1 w - - 2 32,0,1,0,1,0,1,0,0,0,1,f1e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1229.npy
r2qk2r/p1pp1ppp/b1p2n2/4P1B1/8/8/PPP1KbPP/RN1Q1B1R w kq - 2 9,0,0,0,1,0,0,0,0,0,1,e2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1230.npy
r3r2k/1p4p1/2p2q1p/1bQB4/3P1P2/4P3/5RPP/4R1K1 w - - 1 29,0,0,0,1,0,1,0,1,0,1,d5a2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1231.npy
r3r1k1/ppp2pbp/6pq/4N3/2QP1P2/2P3n1/PP2B2B/R3K2R b KQ - 1 21,0,1,0,1,0,1,0,0,1,1,g7e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1232.npy
3r1rk1/p1q2ppp/2p5/3P4/4pP2/1N4Pb/5P1P/2RQR1K1 b - - 0 22,1,0,0,1,0,1,0,1,1,1,h3e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1233.npy
3r4/p5kp/1p4p1/4q3/PPQ1p3/2Pr2nP/4R1P1/1NB1R1K1 w - - 8 27,0,0,0,1,0,1,0,0,1,1,e2d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1234.npy
1b3rk1/6pp/p7/8/P3Nq2/4pP1P/2Q3P1/5RK1 w - - 1 28,0,0,0,1,0,1,1,0,0,1,g2g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1235.npy
r3kb1r/p1p3pp/3q1p2/2p1pb2/3p3B/1N6/PPP1QPPP/3RR1K1 b kq - 1 16,1,0,0,1,0,0,0,0,1,1,e8c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1236.npy
6r1/5k2/r4p2/2p5/1pPp4/2q1pRNN/p3Q1K1/R7 w - - 4 51,1,0,0,1,0,1,0,0,1,1,f3f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1237.npy
2r3k1/p2q1pp1/1p1Pp2p/8/1P6/5Q1P/P4PP1/3R2K1 b - - 0 24,0,0,0,1,0,0,0,0,0,1,d7a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1238.npy
3rr2k/p1p2p2/1b1q1N1R/2n5/2B2P2/1P4P1/PBPP4/2K5 b - - 0 24,0,0,0,1,0,0,1,0,1,1,h8g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1239.npy
1r3q1k/4r2p/3pP1pP/p1pP1BQ1/2p2R2/8/PP1K4/8 b - - 0 35,0,0,0,1,0,1,0,0,1,1,e7b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1240.npy
4r1k1/5ppp/p7/4qP2/4r3/3Q4/P4PPP/R3R1K1 w - - 0 28,0,0,0,1,0,0,0,0,1,1,d3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1241.npy
5rk1/5p2/5b1p/3R2pq/p3Q3/4B1P1/PP3P1P/7K w - - 0 35,0,0,0,1,0,0,0,0,1,1,h1g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1242.npy
3r1bkr/pp4q1/5n2/1Q1nB2p/8/N1PB2Pb/PP3P2/R3R1K1 b - - 4 28,0,0,0,1,0,0,0,1,1,1,h5h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1243.npy
r1bqk2r/pp2b1pp/2n5/2p1pp2/8/P1NBBQ2/1PP2PPP/2KR3R b kq - 1 14,1,0,0,1,0,0,0,0,0,1,c6d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1244.npy
2rk1b1r/p1q1n1pp/5pn1/5N2/BpbPR1Q1/1P6/P4PPP/2R3K1 b - - 0 21,1,0,0,1,0,0,0,0,1,1,c4e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1245.npy
1r4k1/R1Rqrpp1/3p1b1p/5b2/1P6/4BB1P/Q4PP1/6K1 b - - 0 30,0,0,0,1,0,1,0,0,1,1,d7c7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1246.npy
N5k1/p3qppp/8/3p4/3Pn1P1/1P5r/P1PK4/R2QR3 w - - 2 23,0,0,0,1,0,0,0,0,1,1,e1e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1247.npy
r1b1k2r/pp2ppbp/1qnp1np1/8/2BNP3/2N1BP2/PPPQ2PP/R3K2R b KQkq - 2 9,0,1,1,1,0,0,0,0,0,1,f6e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1248.npy
1r1k2r1/pbpp4/4p2p/5Pq1/1Q6/1B6/P1P2RPP/6RK w - - 1 27,0,0,0,1,0,0,0,0,0,1,b4d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1249.npy
r1q3k1/p3p1bp/2p3p1/4np2/NQ3B2/1P5P/P4P2/2R3K1 b - - 1 24,0,1,0,1,0,0,1,0,1,1,c8d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1250.npy
r6r/pb3qpk/1b3P1p/8/4N3/3Q4/2P1N1PP/5R1K b - - 0 26,1,0,0,1,0,1,0,0,0,1,b7e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1251.npy
4r1k1/1p1q1p1p/p1p1r1pB/4Pp2/1PnP4/P1Q3P1/4R1PP/3R2K1 b - - 13 30,0,0,0,1,0,0,0,0,0,1,c4e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1252.npy
4k2r/p4ppp/2r1p2q/1Q1n4/1n3P2/6P1/PP1P3P/RNB1K2R w KQk - 0 22,0,0,1,1,0,0,0,0,0,1,e1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1253.npy
r2qkb1r/pp1n1ppp/4pn2/1B1p2Bb/3P4/P1N2N1P/1PP2PP1/R2QK2R b KQkq - 3 9,0,0,1,1,0,0,0,0,0,1,a7a6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1254.npy
2bq1r1k/p2p1p1p/4nN1Q/4p3/4P3/2p2P2/Pr4PP/2KR1B1R b - - 1 24,0,0,0,1,0,1,1,0,0,1,b2b1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1255.npy
2r1kb1r/pp1npppp/8/q3P3/6b1/2N1P3/PPQ2PPP/R1B1KB1R w KQk - 3 12,0,0,1,1,0,0,0,0,0,1,c2e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1256.npy
2r5/p2nrppk/Q1pqp1p1/2b5/1BPp4/PR1P2PP/4PPB1/1R4K1 b - - 4 26,0,1,0,1,0,0,0,0,1,1,e7e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1257.npy
2kr2nQ/ppp2p1p/4b3/2b5/5P1q/2N4P/PPP1P1P1/R1B1KB1R w KQ - 1 12,0,0,1,1,0,0,0,0,0,1,g2g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1258.npy
1k1r3r/pbq1R1p1/1pp2p2/4np2/QPPP1Bn1/5NP1/P4P1P/R4BK1 w - - 2 21,0,1,0,1,0,0,0,0,0,1,d4e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1259.npy
rn3rk1/b3q1p1/1p2P1Qp/pPp1R3/P2p2BP/1b4P1/1B3P2/2R3K1 b - - 1 33,0,0,0,1,0,1,0,1,1,1,b8d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1260.npy
r2qr1k1/1p3ppp/p4n2/2pb2B1/3b4/1B1P1Q1P/PPP3P1/R4R1K w - - 0 17,0,0,0,1,0,0,0,0,1,1,g5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1261.npy
2k4r/pppr1ppp/5n2/4q3/8/4NQ2/PPP3PP/4RRK1 b - - 3 17,0,0,0,1,0,0,0,0,1,1,h8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1262.npy
r1b2rk1/pp1n1ppp/4p3/1N1pN3/1QpP1P2/7n/P1P1B1PP/1R3RqK w - - 6 18,0,0,0,1,0,0,0,0,0,1,f1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1263.npy
1k3r2/pp2q3/1bp1B1rp/4R1p1/3p4/PQ6/1P3PPP/4R1K1 b - - 2 26,0,0,0,1,0,1,0,0,1,1,g6f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1264.npy
2kn3r/pbpqbp2/1p3p2/2P4r/1P1p4/P3BNP1/2Q2PB1/2RR2K1 w - - 0 20,1,0,0,1,0,1,0,0,1,1,c5b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_1265.npy
